CR Number,Title,Severity,CR Type,CR Status,Created By,CR Assignee,Created On,Parent CR,Software Image Integration Build
4163703,[FR10307][SDZ][eNPU]VoiceAIusecase app crash when conversation recording ASR with SDZ enable,Medium,Bug,Closed,mincyao,jinzhang,5/28/2025 2:46:20 AM,NA,NA
4163703,[FR10307][SDZ][eNPU]VoiceAIusecase app crash when conversation recording ASR with SDZ enable,Medium,Bug,Closed,mincyao,jinzhang,5/28/2025 2:46:20 AM,NA,LA.QISI.16.0-01000-qssi.1-1
4163703,[FR10307][SDZ][eNPU]VoiceAIusecase app crash when conversation recording ASR with SDZ enable,Medium,Bug,Closed,mincyao,jinzhang,5/28/2025 2:46:20 AM,NA,LA.QSSI.16.0-22400-qssi.1-1
4163703,[FR10307][SDZ][eNPU]VoiceAIusecase app crash when conversation recording ASR with SDZ enable,Medium,Bug,Closed,mincyao,jinzhang,5/28/2025 2:46:20 AM,NA,LA.QXSI.16.0-10500-qssi.1-1
4163703,[FR10307][SDZ][eNPU]VoiceAIusecase app crash when conversation recording ASR with SDZ enable,Medium,Bug,Closed,mincyao,jinzhang,5/28/2025 2:46:20 AM,NA,LA.QSSI.17.0-05002-qssi.1-2
4163738,FR109506:Audio PD get UTC timestamp from QSH,NA,Requirement,Closed,haiyxiao,jinzhang,5/28/2025 3:26:33 AM,NA,LA.QSSI.16.0-23100-qssi.1-1
4163738,FR109506:Audio PD get UTC timestamp from QSH,NA,Requirement,Closed,haiyxiao,jinzhang,5/28/2025 3:26:33 AM,NA,LA.QXSI.16.0-10500-qssi.1-1
4163738,FR109506:Audio PD get UTC timestamp from QSH,NA,Requirement,Closed,haiyxiao,jinzhang,5/28/2025 3:26:33 AM,NA,NA
4163738,FR109506:Audio PD get UTC timestamp from QSH,NA,Requirement,Closed,haiyxiao,jinzhang,5/28/2025 3:26:33 AM,NA,LA.QISI.16.0-01800-qssi.1-1
4163765,FR109402:AON ASR auto-switch between display on and display off,NA,Requirement,InProgress,jialinl,ruocxu,5/28/2025 3:58:33 AM,NA,NA
4163765,FR109402:AON ASR auto-switch between display on and display off,NA,Requirement,InProgress,jialinl,ruocxu,5/28/2025 3:58:33 AM,NA,LA.QISI.16.0-01800-qssi.1-1
4163765,FR109402:AON ASR auto-switch between display on and display off,NA,Requirement,InProgress,jialinl,ruocxu,5/28/2025 3:58:33 AM,NA,LA.QSSI.16.0-23100-qssi.1-1
4163765,FR109402:AON ASR auto-switch between display on and display off,NA,Requirement,InProgress,jialinl,ruocxu,5/28/2025 3:58:33 AM,NA,LA.QSSI.17.0-05002-qssi.1-2
4163765,FR109402:AON ASR auto-switch between display on and display off,NA,Requirement,InProgress,jialinl,ruocxu,5/28/2025 3:58:33 AM,NA,LA.QXSI.16.0-10500-qssi.1-1
4163769,[Kaanapali.LA.1.0][FR103071][SDZ][Zipformer] No Chinese transcription display on UI when SDZ enabled,Medium,Bug,InProgress,haiyxiao,ayugupt,5/28/2025 4:02:38 AM,NA,CDSP.HT.3.2-00593.4-KAANAPALI-1
4163769,[Kaanapali.LA.1.0][FR103071][SDZ][Zipformer] No Chinese transcription display on UI when SDZ enabled,Medium,Bug,InProgress,haiyxiao,ayugupt,5/28/2025 4:02:38 AM,NA,LPAIDSP.HT.1.5.c1-00096-BALSAM-1
4163769,[Kaanapali.LA.1.0][FR103071][SDZ][Zipformer] No Chinese transcription display on UI when SDZ enabled,Medium,Bug,InProgress,haiyxiao,ayugupt,5/28/2025 4:02:38 AM,NA,NA
4163769,[Kaanapali.LA.1.0][FR103071][SDZ][Zipformer] No Chinese transcription display on UI when SDZ enabled,Medium,Bug,InProgress,haiyxiao,ayugupt,5/28/2025 4:02:38 AM,NA,MPSS.KI.0.1-01462-KAANAPALI_GENRFMCCONVPICTORPHY_TEST-1
4163769,[Kaanapali.LA.1.0][FR103071][SDZ][Zipformer] No Chinese transcription display on UI when SDZ enabled,Medium,Bug,InProgress,haiyxiao,ayugupt,5/28/2025 4:02:38 AM,NA,MPSS.KI.1.0-01015-AMBOSELI_RUMIDIAGUARTOEMPDPHY_TEST-1
4163769,[Kaanapali.LA.1.0][FR103071][SDZ][Zipformer] No Chinese transcription display on UI when SDZ enabled,Medium,Bug,InProgress,haiyxiao,ayugupt,5/28/2025 4:02:38 AM,NA,MPSS.CYSP.1.0-00022-AMBOSELI_RUMIDIAGUARTALIOTHPHY_TEST-1
4163769,[Kaanapali.LA.1.0][FR103071][SDZ][Zipformer] No Chinese transcription display on UI when SDZ enabled,Medium,Bug,InProgress,haiyxiao,ayugupt,5/28/2025 4:02:38 AM,NA,LPAIDSP.HT.1.2-00665.2-KAANAPALI-1
4163769,[Kaanapali.LA.1.0][FR103071][SDZ][Zipformer] No Chinese transcription display on UI when SDZ enabled,Medium,Bug,InProgress,haiyxiao,ayugupt,5/28/2025 4:02:38 AM,NA,LPAIDSP.HT.1.5-00157-BALSAM-1
4163769,[Kaanapali.LA.1.0][FR103071][SDZ][Zipformer] No Chinese transcription display on UI when SDZ enabled,Medium,Bug,InProgress,haiyxiao,ayugupt,5/28/2025 4:02:38 AM,NA,MPSS.CY.2.0-00302-KUNO_GENAUTO_TEST-1
4163769,[Kaanapali.LA.1.0][FR103071][SDZ][Zipformer] No Chinese transcription display on UI when SDZ enabled,Medium,Bug,InProgress,haiyxiao,ayugupt,5/28/2025 4:02:38 AM,NA,MPSS.DE.9.0.r99-00443-KAANAPALI_GENPICTORPHY_TEST-1
4165257,[Kaanapali.LA.1.0][FR103071][SDZ] update SDZ model and model path ,Medium,Bug,InProgress,haiyxiao,ankmis,5/29/2025 2:48:03 AM,NA,AUDIO_HANDSET.LA.11.0-09800-pakala.1-1
4165257,[Kaanapali.LA.1.0][FR103071][SDZ] update SDZ model and model path ,Medium,Bug,InProgress,haiyxiao,ankmis,5/29/2025 2:48:03 AM,NA,NA
4167215, FR110322:Whisper API change ,NA,Requirement,InProgress,jialinl,feisun,5/30/2025 8:16:30 AM,NA,NA
4169769,[FR102465][Zipformer][eNPU]ASR would output repeating contents while using continous & non-partial mode,Medium,Bug,Closed,jialinl,jinzhang,6/3/2025 8:33:24 AM,NA,LA.QSSI.16.0-23100-qssi.1-1
4169769,[FR102465][Zipformer][eNPU]ASR would output repeating contents while using continous & non-partial mode,Medium,Bug,Closed,jialinl,jinzhang,6/3/2025 8:33:24 AM,NA,LA.QXSI.16.0-10500-qssi.1-1
4169769,[FR102465][Zipformer][eNPU]ASR would output repeating contents while using continous & non-partial mode,Medium,Bug,Closed,jialinl,jinzhang,6/3/2025 8:33:24 AM,NA,NA
4169769,[FR102465][Zipformer][eNPU]ASR would output repeating contents while using continous & non-partial mode,Medium,Bug,Closed,jialinl,jinzhang,6/3/2025 8:33:24 AM,NA,LA.QISI.16.0-01800-qssi.1-1
4169797,[FR101966][Kaanapali][MMPA] Enrollment failure or crashes using speaker audio,Medium,Bug,Duplicate,haiyxiao,jinzhang,6/3/2025 8:46:42 AM,4069660,NA
4172139,[QSSI16][QualcommSpeechService] skip build 32bit QualcommSpeechService for 32go,Medium,Bug,Closed,jialinl,jinzhang,6/5/2025 3:28:07 AM,NA,LA.QXSI.16.0-10500-qssi.1-1
4172139,[QSSI16][QualcommSpeechService] skip build 32bit QualcommSpeechService for 32go,Medium,Bug,Closed,jialinl,jinzhang,6/5/2025 3:28:07 AM,NA,NA
4172139,[QSSI16][QualcommSpeechService] skip build 32bit QualcommSpeechService for 32go,Medium,Bug,Closed,jialinl,jinzhang,6/5/2025 3:28:07 AM,NA,LA.QSSI.16.0-23100-qssi.1-1
4172139,[QSSI16][QualcommSpeechService] skip build 32bit QualcommSpeechService for 32go,Medium,Bug,Closed,jialinl,jinzhang,6/5/2025 3:28:07 AM,NA,LA.QISI.16.0-01800-qssi.1-1
4173646,[FR101966][Kaanapali][MMPA] Wakeup function status doesn't update after enabling HeySnapdragon,Low,Bug,Closed,haiyxiao,ruocxu,6/6/2025 1:44:00 AM,NA,LA.QISI.16.0-01800-qssi.1-1
4173646,[FR101966][Kaanapali][MMPA] Wakeup function status doesn't update after enabling HeySnapdragon,Low,Bug,Closed,haiyxiao,ruocxu,6/6/2025 1:44:00 AM,NA,LA.QSSI.17.0-05002-qssi.1-2
4173646,[FR101966][Kaanapali][MMPA] Wakeup function status doesn't update after enabling HeySnapdragon,Low,Bug,Closed,haiyxiao,ruocxu,6/6/2025 1:44:00 AM,NA,LA.QXSI.16.0-10500-qssi.1-1
4173646,[FR101966][Kaanapali][MMPA] Wakeup function status doesn't update after enabling HeySnapdragon,Low,Bug,Closed,haiyxiao,ruocxu,6/6/2025 1:44:00 AM,NA,NA
4173646,[FR101966][Kaanapali][MMPA] Wakeup function status doesn't update after enabling HeySnapdragon,Low,Bug,Closed,haiyxiao,ruocxu,6/6/2025 1:44:00 AM,NA,LA.QSSI.16.0-23100-qssi.1-1
4174362,[Kaanapali.LA.1.0][FR103071][SDZ] Timestamp from apk log is not accurate,Critical,Bug,Duplicate,haiyxiao,ayugupt,6/6/2025 9:23:10 AM,4193711,NA
4175592,[FR103071][SDZ]QSS app crash when enable output at end of conversation,Medium,Bug,Closed,mincyao,ruocxu,6/9/2025 6:06:59 AM,NA,LA.QSSI.16.0-23100-qssi.1-1
4175592,[FR103071][SDZ]QSS app crash when enable output at end of conversation,Medium,Bug,Closed,mincyao,ruocxu,6/9/2025 6:06:59 AM,NA,LA.QSSI.17.0-05002-qssi.1-2
4175592,[FR103071][SDZ]QSS app crash when enable output at end of conversation,Medium,Bug,Closed,mincyao,ruocxu,6/9/2025 6:06:59 AM,NA,LA.QISI.16.0-01800-qssi.1-1
4175592,[FR103071][SDZ]QSS app crash when enable output at end of conversation,Medium,Bug,Closed,mincyao,ruocxu,6/9/2025 6:06:59 AM,NA,NA
4175592,[FR103071][SDZ]QSS app crash when enable output at end of conversation,Medium,Bug,Closed,mincyao,ruocxu,6/9/2025 6:06:59 AM,NA,LA.QXSI.16.0-10500-qssi.1-1
4176095,[FR102465[ASRineNPU]ASR recording will auto stop after VAD in continuous mode + Partial mode,Medium,Bug,Closed,mincyao,jinzhang,6/9/2025 10:15:27 AM,NA,NA
4176095,[FR102465[ASRineNPU]ASR recording will auto stop after VAD in continuous mode + Partial mode,Medium,Bug,Closed,mincyao,jinzhang,6/9/2025 10:15:27 AM,NA,LA.QISI.16.0-01800-qssi.1-1
4176095,[FR102465[ASRineNPU]ASR recording will auto stop after VAD in continuous mode + Partial mode,Medium,Bug,Closed,mincyao,jinzhang,6/9/2025 10:15:27 AM,NA,LA.QSSI.16.0-24000-qssi.1-1
4176095,[FR102465[ASRineNPU]ASR recording will auto stop after VAD in continuous mode + Partial mode,Medium,Bug,Closed,mincyao,jinzhang,6/9/2025 10:15:27 AM,NA,LA.QXSI.16.0-10600-qssi.1-1
4183858,[FR101966][Kaanapali][MMPA]App should disable UV when disable sound models,Medium,Bug,Closed,jialinl,jinzhang,6/17/2025 4:56:22 AM,NA,LA.QSSI.16.0-24300-qssi.1-1
4183858,[FR101966][Kaanapali][MMPA]App should disable UV when disable sound models,Medium,Bug,Closed,jialinl,jinzhang,6/17/2025 4:56:22 AM,NA,LA.QSSI.16.4-01000-qssi.1-1
4183858,[FR101966][Kaanapali][MMPA]App should disable UV when disable sound models,Medium,Bug,Closed,jialinl,jinzhang,6/17/2025 4:56:22 AM,NA,LA.QXSI.16.0-11000-qssi.1-1
4183858,[FR101966][Kaanapali][MMPA]App should disable UV when disable sound models,Medium,Bug,Closed,jialinl,jinzhang,6/17/2025 4:56:22 AM,NA,NA
4183858,[FR101966][Kaanapali][MMPA]App should disable UV when disable sound models,Medium,Bug,Closed,jialinl,jinzhang,6/17/2025 4:56:22 AM,NA,LA.QISI.16.0-02600-qssi.1-1
4183867,[FR101966][Kaanapali][MMPA]App prompt is incorrect when try to disable heysnapdragon UV,Medium,Bug,Duplicate,jialinl,jinzhang,6/17/2025 4:59:16 AM,4183858,NA
4183873,[FR102465][Zipformer][eNPU]ASR transcription would lost the last part when click stop button with continuos mode,Medium,Bug,Closed,jialinl,jinzhang,6/17/2025 5:02:09 AM,NA,LA.QISI.16.0-01800-qssi.1-1
4183873,[FR102465][Zipformer][eNPU]ASR transcription would lost the last part when click stop button with continuos mode,Medium,Bug,Closed,jialinl,jinzhang,6/17/2025 5:02:09 AM,NA,LA.QXSI.16.0-10800-qssi.1-1
4183873,[FR102465][Zipformer][eNPU]ASR transcription would lost the last part when click stop button with continuos mode,Medium,Bug,Closed,jialinl,jinzhang,6/17/2025 5:02:09 AM,NA,LA.QSSI.16.0-24000-qssi.1-1
4183873,[FR102465][Zipformer][eNPU]ASR transcription would lost the last part when click stop button with continuos mode,Medium,Bug,Closed,jialinl,jinzhang,6/17/2025 5:02:09 AM,NA,LA.QSSI.16.4-01000-qssi.1-1
4183873,[FR102465][Zipformer][eNPU]ASR transcription would lost the last part when click stop button with continuos mode,Medium,Bug,Closed,jialinl,jinzhang,6/17/2025 5:02:09 AM,NA,NA
4184169,[FR101966][Kaanapali][MMPA] Native leak during switch translation language,Medium,Bug,Analysis,haiyxiao,ruocxu,6/17/2025 7:08:44 AM,NA,NA
4184605,Add VoiceAIRef.vsconfig and update readme for npu_rpc_windows_sample,Medium,Bug,InProgress,haiyxiao,jianzz,6/17/2025 9:48:08 AM,NA,NA
4185588,[FR103072][TTS] VoiceAI usecase TTS UI flash when the first time use TTS feature,Medium,Bug,Duplicate,mincyao,yongfeiz,6/18/2025 4:20:26 AM,4186147,NA
4186147,[FR103072][TTS] VoiceAI usecase TTS UI flash when the first time use TTS feature,Medium,Bug,Closed,mincyao,jinzhang,6/18/2025 9:17:35 AM,NA,LA.QISI.16.0-01800-qssi.1-1
4186147,[FR103072][TTS] VoiceAI usecase TTS UI flash when the first time use TTS feature,Medium,Bug,Closed,mincyao,jinzhang,6/18/2025 9:17:35 AM,NA,LA.QXSI.16.0-10800-qssi.1-1
4186147,[FR103072][TTS] VoiceAI usecase TTS UI flash when the first time use TTS feature,Medium,Bug,Closed,mincyao,jinzhang,6/18/2025 9:17:35 AM,NA,NA
4186147,[FR103072][TTS] VoiceAI usecase TTS UI flash when the first time use TTS feature,Medium,Bug,Closed,mincyao,jinzhang,6/18/2025 9:17:35 AM,NA,LA.QSSI.16.0-24000-qssi.1-1
4186147,[FR103072][TTS] VoiceAI usecase TTS UI flash when the first time use TTS feature,Medium,Bug,Closed,mincyao,jinzhang,6/18/2025 9:17:35 AM,NA,LA.QSSI.16.4-01000-qssi.1-1
4186163,[FR103072][TTS] VoiceAI usecase TTS no output with qnn v 2.33.0 model,Medium,Bug,Closed,mincyao,jinzhang,6/18/2025 9:21:59 AM,NA,NA
4186163,[FR103072][TTS] VoiceAI usecase TTS no output with qnn v 2.33.0 model,Medium,Bug,Closed,mincyao,jinzhang,6/18/2025 9:21:59 AM,NA,LA.QSSI.16.0-24000-qssi.1-1
4186163,[FR103072][TTS] VoiceAI usecase TTS no output with qnn v 2.33.0 model,Medium,Bug,Closed,mincyao,jinzhang,6/18/2025 9:21:59 AM,NA,LA.QSSI.16.4-01000-qssi.1-1
4186163,[FR103072][TTS] VoiceAI usecase TTS no output with qnn v 2.33.0 model,Medium,Bug,Closed,mincyao,jinzhang,6/18/2025 9:21:59 AM,NA,LA.QXSI.16.0-10800-qssi.1-1
4186163,[FR103072][TTS] VoiceAI usecase TTS no output with qnn v 2.33.0 model,Medium,Bug,Closed,mincyao,jinzhang,6/18/2025 9:21:59 AM,NA,LA.QISI.16.0-01800-qssi.1-1
4187626,"[Kaanapali.LA.1.0][FR109506][VoiceAIUseCase][Conversation] word timestamp not returned to client, but speakerid timestamp returned",Medium,Bug,Closed,haiyxiao,jinzhang,6/19/2025 7:24:43 AM,NA,LA.QXSI.16.0-10800-qssi.1-1
4187626,"[Kaanapali.LA.1.0][FR109506][VoiceAIUseCase][Conversation] word timestamp not returned to client, but speakerid timestamp returned",Medium,Bug,Closed,haiyxiao,jinzhang,6/19/2025 7:24:43 AM,NA,LA.QISI.16.0-01800-qssi.1-1
4187626,"[Kaanapali.LA.1.0][FR109506][VoiceAIUseCase][Conversation] word timestamp not returned to client, but speakerid timestamp returned",Medium,Bug,Closed,haiyxiao,jinzhang,6/19/2025 7:24:43 AM,NA,NA
4187626,"[Kaanapali.LA.1.0][FR109506][VoiceAIUseCase][Conversation] word timestamp not returned to client, but speakerid timestamp returned",Medium,Bug,Closed,haiyxiao,jinzhang,6/19/2025 7:24:43 AM,NA,LA.QSSI.16.0-24000-qssi.1-1
4187626,"[Kaanapali.LA.1.0][FR109506][VoiceAIUseCase][Conversation] word timestamp not returned to client, but speakerid timestamp returned",Medium,Bug,Closed,haiyxiao,jinzhang,6/19/2025 7:24:43 AM,NA,LA.QSSI.16.4-01000-qssi.1-1
4189409,[FR103072][QPM][TTS][1.0.0.0][Kaanapali][LA] Many crashes during perf-test,Medium,Bug,Open,haiyxiao,dunhye,6/20/2025 8:59:07 AM,NA,NA
4189436,"[FR103072][QPM][TTS][1.0.0.0][Kaanpali][LA] TTS sample app ""SPK"" button no action after Chinese TTS with Symbols",Medium,Bug,InProgress,mincyao,feisun,6/20/2025 9:08:57 AM,NA,NA
4190444,[Kaanapali.LA.1.0][FR109402][VoiceAIUseCase][Conversation] AON ASR removed printed contents and stopped the session (100%),Medium,Bug,InProgress,haiyxiao,ayugupt,6/23/2025 1:54:09 AM,NA,LPAIDSP.HT.1.5.c1-00096-BALSAM-1
4190444,[Kaanapali.LA.1.0][FR109402][VoiceAIUseCase][Conversation] AON ASR removed printed contents and stopped the session (100%),Medium,Bug,InProgress,haiyxiao,ayugupt,6/23/2025 1:54:09 AM,NA,MPSS.DE.9.0.r99-00494-KAANAPALI_DECLASSIFY_TEST-1
4190444,[Kaanapali.LA.1.0][FR109402][VoiceAIUseCase][Conversation] AON ASR removed printed contents and stopped the session (100%),Medium,Bug,InProgress,haiyxiao,ayugupt,6/23/2025 1:54:09 AM,NA,MPSS.CY.2.0-00321-ASPEN_GEN_TEST-1
4190444,[Kaanapali.LA.1.0][FR109402][VoiceAIUseCase][Conversation] AON ASR removed printed contents and stopped the session (100%),Medium,Bug,InProgress,haiyxiao,ayugupt,6/23/2025 1:54:09 AM,NA,MPSS.CYSP.1.0-00024-AMBOSELI_RUMIDIAGUART_TEST-1
4190444,[Kaanapali.LA.1.0][FR109402][VoiceAIUseCase][Conversation] AON ASR removed printed contents and stopped the session (100%),Medium,Bug,InProgress,haiyxiao,ayugupt,6/23/2025 1:54:09 AM,NA,NA
4190444,[Kaanapali.LA.1.0][FR109402][VoiceAIUseCase][Conversation] AON ASR removed printed contents and stopped the session (100%),Medium,Bug,InProgress,haiyxiao,ayugupt,6/23/2025 1:54:09 AM,NA,CDSP.HT.3.2-00628-KAANAPALI-1
4190444,[Kaanapali.LA.1.0][FR109402][VoiceAIUseCase][Conversation] AON ASR removed printed contents and stopped the session (100%),Medium,Bug,InProgress,haiyxiao,ayugupt,6/23/2025 1:54:09 AM,NA,LPAIDSP.HT.1.2-00698.1-KAANAPALI-1
4190444,[Kaanapali.LA.1.0][FR109402][VoiceAIUseCase][Conversation] AON ASR removed printed contents and stopped the session (100%),Medium,Bug,InProgress,haiyxiao,ayugupt,6/23/2025 1:54:09 AM,NA,LPAIDSP.HT.1.5-00182-BALSAM-1
4190444,[Kaanapali.LA.1.0][FR109402][VoiceAIUseCase][Conversation] AON ASR removed printed contents and stopped the session (100%),Medium,Bug,InProgress,haiyxiao,ayugupt,6/23/2025 1:54:09 AM,NA,MPSS.KI.0.1-01525-KAANAPALI_GENRFCONVPICTOR_TEST-1
4190444,[Kaanapali.LA.1.0][FR109402][VoiceAIUseCase][Conversation] AON ASR removed printed contents and stopped the session (100%),Medium,Bug,InProgress,haiyxiao,ayugupt,6/23/2025 1:54:09 AM,NA,MPSS.KI.1.0-01049.2-AMBOSELI_RUMIDIAGUARTMCVP_TEST-1
4190479,[FR103072][TTS] VoiceAI usecase TTS no output when stop TTS during and start TTS again,Medium,Bug,Closed,mincyao,jinzhang,6/23/2025 2:40:02 AM,NA,LA.QSSI.16.0-24200-qssi.1-1
4190479,[FR103072][TTS] VoiceAI usecase TTS no output when stop TTS during and start TTS again,Medium,Bug,Closed,mincyao,jinzhang,6/23/2025 2:40:02 AM,NA,LA.QXSI.16.0-10900-qssi.1-1
4190479,[FR103072][TTS] VoiceAI usecase TTS no output when stop TTS during and start TTS again,Medium,Bug,Closed,mincyao,jinzhang,6/23/2025 2:40:02 AM,NA,LA.QSSI.16.4-01000-qssi.1-1
4190479,[FR103072][TTS] VoiceAI usecase TTS no output when stop TTS during and start TTS again,Medium,Bug,Closed,mincyao,jinzhang,6/23/2025 2:40:02 AM,NA,NA
4190479,[FR103072][TTS] VoiceAI usecase TTS no output when stop TTS during and start TTS again,Medium,Bug,Closed,mincyao,jinzhang,6/23/2025 2:40:02 AM,NA,LA.QISI.16.0-02600-qssi.1-1
4190481,[FR103072][TTS] VoiceAI usecase TTS no output when input Long_Text,Medium,Bug,Closed,mincyao,jinzhang,6/23/2025 2:44:00 AM,NA,NA
4190481,[FR103072][TTS] VoiceAI usecase TTS no output when input Long_Text,Medium,Bug,Closed,mincyao,jinzhang,6/23/2025 2:44:00 AM,NA,LA.QISI.16.0-02600-qssi.1-1
4190481,[FR103072][TTS] VoiceAI usecase TTS no output when input Long_Text,Medium,Bug,Closed,mincyao,jinzhang,6/23/2025 2:44:00 AM,NA,LA.QSSI.16.4-01000-qssi.1-1
4190481,[FR103072][TTS] VoiceAI usecase TTS no output when input Long_Text,Medium,Bug,Closed,mincyao,jinzhang,6/23/2025 2:44:00 AM,NA,LA.QXSI.16.0-10900-qssi.1-1
4190481,[FR103072][TTS] VoiceAI usecase TTS no output when input Long_Text,Medium,Bug,Closed,mincyao,jinzhang,6/23/2025 2:44:00 AM,NA,LA.QSSI.16.0-24200-qssi.1-1
4190905,FR109395: Support for batch mode speaker diarization with 3rd party solution on SM8850,NA,Requirement,Duplicate,haiyxiao,yongfeiz,6/23/2025 7:24:37 AM,4190943,NA
4190943,FR109395: Support for batch mode speaker diarization with 3rd party solution on SM8850,NA,Requirement,InProgress,haiyxiao,yongfeiz,6/23/2025 7:47:47 AM,NA,NA
4191338,[FR101966][Kaanapali][MMPA]ASR logger mode would lost asr content with multiple detections,Medium,Bug,Closed,jialinl,ruocxu,6/23/2025 10:39:21 AM,NA,LA.QSSI.17.0-05002-qssi.1-2
4191338,[FR101966][Kaanapali][MMPA]ASR logger mode would lost asr content with multiple detections,Medium,Bug,Closed,jialinl,ruocxu,6/23/2025 10:39:21 AM,NA,LA.QXSI.16.0-11000-qssi.1-1
4191338,[FR101966][Kaanapali][MMPA]ASR logger mode would lost asr content with multiple detections,Medium,Bug,Closed,jialinl,ruocxu,6/23/2025 10:39:21 AM,NA,LA.QISI.16.0-02600-qssi.1-1
4191338,[FR101966][Kaanapali][MMPA]ASR logger mode would lost asr content with multiple detections,Medium,Bug,Closed,jialinl,ruocxu,6/23/2025 10:39:21 AM,NA,LA.QSSI.16.0-24300-qssi.1-1
4191338,[FR101966][Kaanapali][MMPA]ASR logger mode would lost asr content with multiple detections,Medium,Bug,Closed,jialinl,ruocxu,6/23/2025 10:39:21 AM,NA,LA.QSSI.16.4-01000-qssi.1-1
4191338,[FR101966][Kaanapali][MMPA]ASR logger mode would lost asr content with multiple detections,Medium,Bug,Closed,jialinl,ruocxu,6/23/2025 10:39:21 AM,NA,NA
4191340,[FR109402][Kaanapali.LA.1.0][VoiceAIUseCase][Conversation Recording][SDZ] No output from buffer mode,High,Bug,Closed,jialinl,ruocxu,6/23/2025 10:42:00 AM,NA,LA.QSSI.16.0-24300-qssi.1-1
4191340,[FR109402][Kaanapali.LA.1.0][VoiceAIUseCase][Conversation Recording][SDZ] No output from buffer mode,High,Bug,Closed,jialinl,ruocxu,6/23/2025 10:42:00 AM,NA,NA
4191340,[FR109402][Kaanapali.LA.1.0][VoiceAIUseCase][Conversation Recording][SDZ] No output from buffer mode,High,Bug,Closed,jialinl,ruocxu,6/23/2025 10:42:00 AM,NA,LA.QISI.16.0-02600-qssi.1-1
4191340,[FR109402][Kaanapali.LA.1.0][VoiceAIUseCase][Conversation Recording][SDZ] No output from buffer mode,High,Bug,Closed,jialinl,ruocxu,6/23/2025 10:42:00 AM,NA,LA.QSSI.16.4-01000-qssi.1-1
4191340,[FR109402][Kaanapali.LA.1.0][VoiceAIUseCase][Conversation Recording][SDZ] No output from buffer mode,High,Bug,Closed,jialinl,ruocxu,6/23/2025 10:42:00 AM,NA,LA.QSSI.17.0-05002-qssi.1-2
4191340,[FR109402][Kaanapali.LA.1.0][VoiceAIUseCase][Conversation Recording][SDZ] No output from buffer mode,High,Bug,Closed,jialinl,ruocxu,6/23/2025 10:42:00 AM,NA,LA.QXSI.16.0-11000-qssi.1-1
4191518,[FR103071][Kaanapali][SDZ]APP would lost the transcription content of first person,High,Bug,Closed,jialinl,jinzhang,6/23/2025 12:38:52 PM,NA,LA.QXSI.16.0-12900-qssi.1-1
4191518,[FR103071][Kaanapali][SDZ]APP would lost the transcription content of first person,High,Bug,Closed,jialinl,jinzhang,6/23/2025 12:38:52 PM,NA,NA
4191518,[FR103071][Kaanapali][SDZ]APP would lost the transcription content of first person,High,Bug,Closed,jialinl,jinzhang,6/23/2025 12:38:52 PM,NA,LA.QSSI.16.0-27000-qssi.1-1
4191518,[FR103071][Kaanapali][SDZ]APP would lost the transcription content of first person,High,Bug,Closed,jialinl,jinzhang,6/23/2025 12:38:52 PM,NA,LA.QISI.16.0-04200-qssi.1-1
4192030,"[Kaanapali.LA.1.0][FR109506][VoiceAIUseCase][Conversation] speaker id incoorect with ""start_ts as 1",Medium,Bug,Duplicate,haiyxiao,laksrao,6/24/2025 1:47:41 AM,4126363,NA
4193822,FR110552: Opus-MT Single Language Translation Model,NA,Requirement,InProgress,haiyxiao,kuifzhu,6/25/2025 2:21:29 AM,NA,NA
4193859,[FR103072][TTS] preferred engine select Qualcomm speech service as default in setting,Medium,Bug,Closed,mincyao,jinzhang,6/25/2025 3:05:14 AM,NA,NA
4193859,[FR103072][TTS] preferred engine select Qualcomm speech service as default in setting,Medium,Bug,Closed,mincyao,jinzhang,6/25/2025 3:05:14 AM,NA,LA.QXSI.16.0-11000-qssi.1-1
4193859,[FR103072][TTS] preferred engine select Qualcomm speech service as default in setting,Medium,Bug,Closed,mincyao,jinzhang,6/25/2025 3:05:14 AM,NA,LA.QISI.16.0-02600-qssi.1-1
4193859,[FR103072][TTS] preferred engine select Qualcomm speech service as default in setting,Medium,Bug,Closed,mincyao,jinzhang,6/25/2025 3:05:14 AM,NA,LA.QSSI.16.0-24300-qssi.1-1
4193859,[FR103072][TTS] preferred engine select Qualcomm speech service as default in setting,Medium,Bug,Closed,mincyao,jinzhang,6/25/2025 3:05:14 AM,NA,LA.QSSI.16.4-01000-qssi.1-1
4193965,[FR97185] Conversition recording ASR no output after recording by sound recorder,Medium,Bug,Duplicate,mincyao,pbarman,6/25/2025 4:47:36 AM,4212487,NA
4197127,[FR103072][TTS] VoiceAI usecase TTS no voice after multiple double-clicks,Medium,Bug,Closed,yaqih,jinzhang,6/27/2025 3:02:32 AM,NA,LA.QSSI.16.0-24700-qssi.1-1
4197127,[FR103072][TTS] VoiceAI usecase TTS no voice after multiple double-clicks,Medium,Bug,Closed,yaqih,jinzhang,6/27/2025 3:02:32 AM,NA,NA
4197127,[FR103072][TTS] VoiceAI usecase TTS no voice after multiple double-clicks,Medium,Bug,Closed,yaqih,jinzhang,6/27/2025 3:02:32 AM,NA,LA.QISI.16.0-02600-qssi.1-1
